zip,compid,compname,comrate,indrate,resrate
38916,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38917,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38920,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38921,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38922,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38924,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38925,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38927,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38928,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38929,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38930,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38940,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38941,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38944,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38945,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38946,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38948,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38950,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38952,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38953,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38954,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38957,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38959,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38961,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38963,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38964,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38966,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
38967,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39038,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39039,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39040,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39041,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39042,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39044,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39045,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39046,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39047,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39051,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39054,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39056,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39058,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39059,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39061,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39063,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39066,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39067,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39069,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39071,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39073,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39074,12686,Mississippi Power Co.,81.56,51.04,101.26
39078,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39079,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39082,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39083,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39090,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39092,12686,Mississippi Power Co.,81.56,51.04,101.26
39094,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39094,12686,Mississippi Power Co.,81.56,51.04,101.26
39095,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39096,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
39097,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39107,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39108,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39110,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39111,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39113,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39114,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39115,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39116,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39117,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39119,12686,Mississippi Power Co.,81.56,51.04,101.26
39119,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39120,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39120,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
39140,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39145,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39146,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39149,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39150,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
39150,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39153,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39154,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39157,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39159,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39160,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39166,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39168,12686,Mississippi Power Co.,81.56,51.04,101.26
39169,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39170,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39174,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39175,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39176,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39179,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39180,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39183,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39189,12686,Mississippi Power Co.,81.56,51.04,101.26
39191,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39192,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39194,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39201,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39202,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39203,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39204,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39206,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39208,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39209,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39210,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39211,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39212,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39213,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39216,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39218,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39232,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39272,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39301,12686,Mississippi Power Co.,81.56,51.04,101.26
39305,12686,Mississippi Power Co.,81.56,51.04,101.26
39307,12686,Mississippi Power Co.,81.56,51.04,101.26
39323,12686,Mississippi Power Co.,81.56,51.04,101.26
39327,12686,Mississippi Power Co.,81.56,51.04,101.26
39330,12686,Mississippi Power Co.,81.56,51.04,101.26
39332,12686,Mississippi Power Co.,81.56,51.04,101.26
39335,12686,Mississippi Power Co.,81.56,51.04,101.26
39335,195,Alabama Power Co.,81.85,49.23,89.32
39336,12686,Mississippi Power Co.,81.56,51.04,101.26
39338,12686,Mississippi Power Co.,81.56,51.04,101.26
39342,12686,Mississippi Power Co.,81.56,51.04,101.26
39345,12686,Mississippi Power Co.,81.56,51.04,101.26
39347,12686,Mississippi Power Co.,81.56,51.04,101.26
39352,195,Alabama Power Co.,81.85,49.23,89.32
39355,12686,Mississippi Power Co.,81.56,51.04,101.26
39358,195,Alabama Power Co.,81.85,49.23,89.32
39360,12686,Mississippi Power Co.,81.56,51.04,101.26
39363,12686,Mississippi Power Co.,81.56,51.04,101.26
39364,195,Alabama Power Co.,81.85,49.23,89.32
39364,12686,Mississippi Power Co.,81.56,51.04,101.26
39365,12686,Mississippi Power Co.,81.56,51.04,101.26
39366,12686,Mississippi Power Co.,81.56,51.04,101.26
39367,12686,Mississippi Power Co.,81.56,51.04,101.26
39401,12686,Mississippi Power Co.,81.56,51.04,101.26
39402,12686,Mississippi Power Co.,81.56,51.04,101.26
39407,12686,Mississippi Power Co.,81.56,51.04,101.26
39421,12686,Mississippi Power Co.,81.56,51.04,101.26
39422,12686,Mississippi Power Co.,81.56,51.04,101.26
39423,12686,Mississippi Power Co.,81.56,51.04,101.26
39425,12686,Mississippi Power Co.,81.56,51.04,101.26
39426,12686,Mississippi Power Co.,81.56,51.04,101.26
39427,12686,Mississippi Power Co.,81.56,51.04,101.26
39428,12686,Mississippi Power Co.,81.56,51.04,101.26
39429,12686,Mississippi Power Co.,81.56,51.04,101.26
39437,12686,Mississippi Power Co.,81.56,51.04,101.26
39439,12686,Mississippi Power Co.,81.56,51.04,101.26
39440,12686,Mississippi Power Co.,81.56,51.04,101.26
39443,12686,Mississippi Power Co.,81.56,51.04,101.26
39451,12686,Mississippi Power Co.,81.56,51.04,101.26
39452,12686,Mississippi Power Co.,81.56,51.04,101.26
39452,195,Alabama Power Co.,81.85,49.23,89.32
39455,12686,Mississippi Power Co.,81.56,51.04,101.26
39456,12686,Mississippi Power Co.,81.56,51.04,101.26
39459,12686,Mississippi Power Co.,81.56,51.04,101.26
39462,12686,Mississippi Power Co.,81.56,51.04,101.26
39465,12686,Mississippi Power Co.,81.56,51.04,101.26
39466,12686,Mississippi Power Co.,81.56,51.04,101.26
39470,12686,Mississippi Power Co.,81.56,51.04,101.26
39470,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
39474,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39474,12686,Mississippi Power Co.,81.56,51.04,101.26
39475,12686,Mississippi Power Co.,81.56,51.04,101.26
39476,12686,Mississippi Power Co.,81.56,51.04,101.26
39477,12686,Mississippi Power Co.,81.56,51.04,101.26
39479,12686,Mississippi Power Co.,81.56,51.04,101.26
39480,12686,Mississippi Power Co.,81.56,51.04,101.26
39481,12686,Mississippi Power Co.,81.56,51.04,101.26
39482,12686,Mississippi Power Co.,81.56,51.04,101.26
39483,12686,Mississippi Power Co.,81.56,51.04,101.26
39501,12686,Mississippi Power Co.,81.56,51.04,101.26
39503,12686,Mississippi Power Co.,81.56,51.04,101.26
39507,12686,Mississippi Power Co.,81.56,51.04,101.26
39520,12686,Mississippi Power Co.,81.56,51.04,101.26
39525,12686,Mississippi Power Co.,81.56,51.04,101.26
39530,12686,Mississippi Power Co.,81.56,51.04,101.26
39531,12686,Mississippi Power Co.,81.56,51.04,101.26
39532,12686,Mississippi Power Co.,81.56,51.04,101.26
39534,12686,Mississippi Power Co.,81.56,51.04,101.26
39540,12686,Mississippi Power Co.,81.56,51.04,101.26
39553,12686,Mississippi Power Co.,81.56,51.04,101.26
39560,12686,Mississippi Power Co.,81.56,51.04,101.26
39561,12686,Mississippi Power Co.,81.56,51.04,101.26
39562,195,Alabama Power Co.,81.85,49.23,89.32
39562,12686,Mississippi Power Co.,81.56,51.04,101.26
39563,12686,Mississippi Power Co.,81.56,51.04,101.26
39564,12686,Mississippi Power Co.,81.56,51.04,101.26
39565,12686,Mississippi Power Co.,81.56,51.04,101.26
39567,12686,Mississippi Power Co.,81.56,51.04,101.26
39571,12686,Mississippi Power Co.,81.56,51.04,101.26
39573,12686,Mississippi Power Co.,81.56,51.04,101.26
39574,12686,Mississippi Power Co.,81.56,51.04,101.26
39576,12686,Mississippi Power Co.,81.56,51.04,101.26
39577,12686,Mississippi Power Co.,81.56,51.04,101.26
39581,12686,Mississippi Power Co.,81.56,51.04,101.26
39601,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39629,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39630,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39631,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39635,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39638,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39645,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39647,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39648,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39652,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39653,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39654,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39657,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39661,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39663,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39664,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39665,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39666,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39667,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39669,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39735,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39744,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39745,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39747,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39766,195,Alabama Power Co.,81.85,49.23,89.32
39767,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39772,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
39813,7140,Georgia Power Co.,76.3,54.04,88.77
39815,7140,Georgia Power Co.,76.3,54.04,88.77
39817,7140,Georgia Power Co.,76.3,54.04,88.77
39819,7140,Georgia Power Co.,76.3,54.04,88.77
39823,7140,Georgia Power Co.,76.3,54.04,88.77
39824,7140,Georgia Power Co.,76.3,54.04,88.77
39825,7140,Georgia Power Co.,76.3,54.04,88.77
39826,7140,Georgia Power Co.,76.3,54.04,88.77
39827,7140,Georgia Power Co.,76.3,54.04,88.77
39828,7140,Georgia Power Co.,76.3,54.04,88.77
39834,7140,Georgia Power Co.,76.3,54.04,88.77
39836,7140,Georgia Power Co.,76.3,54.04,88.77
39837,7140,Georgia Power Co.,76.3,54.04,88.77
39840,7140,Georgia Power Co.,76.3,54.04,88.77
39841,7140,Georgia Power Co.,76.3,54.04,88.77
39842,7140,Georgia Power Co.,76.3,54.04,88.77
39845,7140,Georgia Power Co.,76.3,54.04,88.77
39846,7140,Georgia Power Co.,76.3,54.04,88.77
39851,7140,Georgia Power Co.,76.3,54.04,88.77
39851,195,Alabama Power Co.,81.85,49.23,89.32
39854,195,Alabama Power Co.,81.85,49.23,89.32
39859,7140,Georgia Power Co.,76.3,54.04,88.77
39861,7140,Georgia Power Co.,76.3,54.04,88.77
39862,7140,Georgia Power Co.,76.3,54.04,88.77
39866,7140,Georgia Power Co.,76.3,54.04,88.77
39870,7140,Georgia Power Co.,76.3,54.04,88.77
39877,7140,Georgia Power Co.,76.3,54.04,88.77
39886,7140,Georgia Power Co.,76.3,54.04,88.77
39897,7140,Georgia Power Co.,76.3,54.04,88.77
40003,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40004,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40006,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40006,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40007,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40008,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40009,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40010,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40011,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40012,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40013,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40014,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40014,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40019,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40022,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40023,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40023,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40026,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40031,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40031,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40033,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40036,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40037,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40040,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40041,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40045,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40045,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40046,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40047,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40050,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40051,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40052,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40055,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40055,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40056,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40057,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40059,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40059,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40060,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40062,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40065,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40065,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40067,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40067,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40068,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40069,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40070,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40071,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40071,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40075,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40076,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40077,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40107,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40108,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40109,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40117,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40118,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40121,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40121,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40150,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40150,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40155,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40160,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40160,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40162,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40165,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40175,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40175,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40177,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40202,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40202,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40203,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40204,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40205,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40206,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40207,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40207,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40208,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40209,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40210,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40211,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40212,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40212,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40213,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40214,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40215,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40216,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40217,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40218,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40219,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40220,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40222,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40222,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40223,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40228,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40229,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40241,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40242,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40243,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40245,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40245,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40258,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40272,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40291,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40292,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40299,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
40310,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40311,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40313,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40324,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40330,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40336,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40337,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40342,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40346,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40347,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40348,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40350,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40351,22053,Kentucky Power Co.,67.59,42.47,64.98
40351,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40353,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40355,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40356,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40359,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40360,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40361,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40370,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40371,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40372,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40374,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40379,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40383,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40385,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40390,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40391,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40403,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40403,49998,Berea Municipal Utilities,0,0,0
40409,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40419,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40422,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40437,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40440,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40442,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40444,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40445,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40456,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40461,49998,Berea Municipal Utilities,0,0,0
40461,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40464,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40468,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40472,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40475,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40475,49998,Berea Municipal Utilities,0,0,0
40484,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40489,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40502,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40503,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40504,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40505,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40506,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40507,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40508,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40509,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40510,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40511,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40513,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40514,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40515,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40516,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40517,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40601,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40701,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40729,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40734,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40737,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40740,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40741,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40744,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40759,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40769,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40771,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40803,22053,Kentucky Power Co.,67.59,42.47,64.98
40806,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40808,22053,Kentucky Power Co.,67.59,42.47,64.98
40810,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40813,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40815,10171,Kentucky Utilities Co.,57.83,45.19,60.29
40816,22053,Kentucky Power Co.,67.59,42.47,64.98
