STATE,LIBNAME,ADDRESS,CITY,ZIP,CNTY,SQ_FEET,HOURS,WKS_OPEN,LONGITUD,LATITUDE
MA,MATTAPOISETT PUBLIC LIBRARY,7 BARSTOW ST.,MATTAPOISETT,2739,PLYMOUTH,15000,2058,52,-70.812599,41.65902
MA,MAYNARD PUBLIC LIBRARY,77 NASON ST.,MAYNARD,1754,MIDDLESEX,24300,1982,52,-71.452421,42.43429
MA,MEDFIELD MEMORIAL LIBRARY,468 MAIN STREET,MEDFIELD,2052,NORFOLK,18756,2499,52,-71.305215,42.18671
MA,MEDFORD PUBLIC LIBRARY,111 HIGH ST.,MEDFORD,2155,MIDDLESEX,22000,3104,52,-71.11355,42.41941
MA,MEDWAY PUBLIC LIBRARY,26 HIGH ST.,MEDWAY,2053,NORFOLK,20000,1696,52,-71.429864,42.14324
MA,MELROSE PUBLIC LIBRARY,69 WEST EMERSON ST.,MELROSE,2176,MIDDLESEX,25000,3046,52,-71.066211,42.45894
MA,TAFT PUBLIC LIBRARY,18 MAIN ST.,MENDON,1756,WORCESTER,2640,2809,52,-71.551787,42.1056
MA,MERRIMAC PUBLIC LIBRARY,86 WEST MAIN ST.,MERRIMAC,1860,ESSEX,16000,2134,52,-71.013425,42.82768
MA,NEVINS MEMORIAL LIBRARY,305 BROADWAY,METHUEN,1844,ESSEX,40000,3200,52,-71.190037,42.73075
MA,MIDDLEBOROUGH PUBLIC LIBRARY,102 NORTH MAIN ST.,MIDDLEBOROUGH,2346,PLYMOUTH,25000,2600,52,-70.907838,41.89339
MA,MIDDLEFIELD PUBLIC LIBRARY,188 MAIN ROAD,MIDDLEFIELD,1243,HAMPSHIRE,1125,603,52,-73.008369,42.3497
MA,FLINT PUBLIC LIBRARY,1 SOUTH MAIN ST.,MIDDLETON,1949,ESSEX,18200,2340,52,-71.015587,42.59484
MA,MILFORD TOWN LIBRARY,80 SPRUCE STREET,MILFORD,1757,WORCESTER,24695,3188,52,-71.520774,42.14283
MA,MILLBURY PUBLIC LIBRARY,128 ELM ST.,MILLBURY,1527,WORCESTER,16500,2094,52,-71.763135,42.19001
MA,MILLIS PUBLIC LIBRARY,25 AUBURN ROAD,MILLIS,2054,NORFOLK,5400,2209,52,-71.364229,42.16594
MA,MILLVILLE FREE PUBLIC LIBRARY,169 MAIN ST.,MILLVILLE,1529,WORCESTER,2200,784,52,-71.575446,42.02565
MA,MILTON PUBLIC LIBRARY,476 CANTON AVE.,MILTON,2186,NORFOLK,39000,3378,52,-71.077285,42.25514
MA,MONROE PUBLIC LIBRARY,3B SCHOOL ST.,MONROE BRIDGE,1350,FRANKLIN,-1,-1,52,-72.941118,42.72258
MA,MONSON FREE LIBRARY & READING ROOM,2 HIGH STREET,MONSON,1057,HAMPDEN,10545,1363,52,-72.318924,42.10242
MA,MONTAGUE PUBLIC LIBRARIES,201 AVENUE A,TURNERS FALLS,1376,FRANKLIN,5500,1717,52,-72.559668,42.60541
MA,MILLERS FALLS LIBRARY,23 BRIDGE STREET,MILLERS FALLS,1349,FRANKLIN,1804,505,52,-72.494546,42.57837
MA,MONTAGUE CENTER LIBRARY,17 CENTER STREET,MONTAGUE,1351,FRANKLIN,3150,485,52,-72.532555,42.53547
MA,MONTEREY PUBLIC LIBRARY,452 MAIN RD.,MONTEREY,1245,BERKSHIRE,1200,686,52,-73.176602,42.21248
MA,MOUNT WASHINGTON PUBLIC LIBRARY,TOWN HALL 118 EAST STREET,MOUNT WASHINGTON,1258,BERKSHIRE,625,1600,52,-73.47361,42.13043
MA,NAHANT PUBLIC LIBRARY,15 PLEASANT ST.,NAHANT,1908,ESSEX,5400,2144,52,-70.913212,42.42421
MA,NANTUCKET ATHENEUM,1 INDIA STREET,NANTUCKET,2554,NANTUCKET,15000,2080,52,-70.098321,41.28429
MA,MORSE INSTITUTE LIBRARY,14 EAST CENTRAL STREET,NATICK,1760,MIDDLESEX,66000,2860,52,-71.345882,42.28403
MA,NATICK-MORSE BOOKMOBILE,14 EAST CENTRAL STREET,NATICK,1760,MIDDLESEX,-3,362,52,-71.345882,42.284039
MA,NEEDHAM FREE PUBLIC LIBRARY,1139 HIGHLAND AVE.,NEEDHAM,2494,NORFOLK,47500,3378,52,-71.234902,42.28756
MA,NEW BEDFORD FREE PUBLIC LIBRARY,613 PLEASANT STREET,NEW BEDFORD,2740,BRISTOL,40000,2812,52,-70.926985,41.63506
MA,FRANCIS J. LAWLER BRANCH LIBRARY,745 ROCKDALE AVENUE,NEW BEDFORD,2740,BRISTOL,8000,1968,52,-70.948681,41.63327
MA,CASA DA SAUDADE,58 CRAPO STREET,NEW BEDFORD,2740,BRISTOL,4200,2000,52,-70.92733,41.621
MA,HOWLAND GREEN LIBRARY,3 RODNEY FRENCH BLVD.,NEW BEDFORD,2744,BRISTOL,8000,1968,52,-70.919438,41.61606
MA,WILKS LIBRARY,1911 ACUSHNET AVENUE,NEW BEDFORD,2746,BRISTOL,8006,2000,52,-70.924781,41.67269
MA,NEW BEDFORD PUBLIC LIBRARY BOOKMOBILE,1911 ACUSHNET AVENUE,NEW BEDFORD,2746,BRISTOL,-3,1133,52,-70.924781,41.672693
MA,NEW BRAINTREE PUBLIC LIBRARY,45 MEMORIAL DRIVE,NEW BRAINTREE,1531,WORCESTER,3000,723,52,-72.12231,42.3171
MA,NEW MARLBOROUGH TOWN LIBRARY,1 MILL RIVER -GREAT BARRINGTON ROAD,MILL RIVER,1230,BERKSHIRE,3542,1566,52,-73.269359,42.11962
MA,NEW SALEM PUBLIC LIBRARY,23 SOUTH MAIN STREET,NEW SALEM,1355,FRANKLIN,3200,908,52,-72.331414,42.50038
MA,NEWBURY TOWN LIBRARY,0 LUNT ST.,BYFIELD,1922,ESSEX,14200,1668,52,-70.94764,42.75798
MA,NEWBURYPORT PUBLIC LIBRARY,94 STATE ST.,NEWBURYPORT,1950,ESSEX,38304,3256,52,-70.870892,42.80887
MA,ANDREWS BRANCH LIBRARY,77 PURCHASE STREET,NEWBURYPORT,1950,ESSEX,400,130,52,-70.858425,42.80452
MA,NEWTON FREE LIBRARY,330 HOMER STREET,NEWTON CENTRE,2459,MIDDLESEX,91000,3396,52,-71.207589,42.33629
MA,NORFOLK PUBLIC LIBRARY,139 MAIN ST.,NORFOLK,2056,NORFOLK,23000,2380,52,-71.325016,42.11962
MA,NORTH ADAMS PUBLIC LIBRARY,74 CHURCH ST.,NORTH ADAMS,1247,BERKSHIRE,27270,2496,52,-73.108808,42.69773
MA,STEVENS MEMORIAL LIBRARY,345 MAIN STREET,NORTH ANDOVER,1845,ESSEX,20052,3222,52,-71.126149,42.69648
MA,RICHARDS MEMORIAL LIBRARY,118 NORTH WASHINGTON STREET,NORTH ATTLEBOROUGH,2760,BRISTOL,11000,2869,52,-71.332052,41.98523
MA,HASTON FREE PUBLIC LIBRARY,161 NORTH MAIN STREET,NORTH BROOKFIELD,1535,WORCESTER,12662,1318,52,-72.084999,42.26814
MA,FLINT MEMORIAL LIBRARY,147 PARK ST.,NORTH READING,1864,MIDDLESEX,25416,2106,52,-71.07607,42.5744
MA,FORBES LIBRARY,20 WEST ST.,NORTHAMPTON,1060,HAMPSHIRE,42000,2251,52,-72.636523,42.3163
MA,NORTHBOROUGH FREE LIBRARY,34 MAIN ST.,NORTHBOROUGH,1532,WORCESTER,26000,2632,52,-71.640189,42.31954
MA,WHITINSVILLE SOCIAL LIBRARY,17 CHURCH ST.,WHITINSVILLE,1588,WORCESTER,14500,1942,52,-71.663516,42.11076
MA,DICKINSON MEMORIAL LIBRARY,115 MAIN STREET,NORTHFIELD,1360,FRANKLIN,8960,1539,52,-72.453536,42.69994
MA,NORTON PUBLIC LIBRARY,68 E. MAIN STREET,NORTON,2766,BRISTOL,12058,1488,52,-71.179455,41.9709
MA,NORWELL PUBLIC LIBRARY,64 SOUTH ST.,NORWELL,2061,PLYMOUTH,8500,2452,52,-70.834778,42.15268
MA,MORRILL MEMORIAL LIBRARY,33 WALPOLE ST.,NORWOOD,2062,NORFOLK,28820,3152,52,-71.203851,42.191
MA,OAK BLUFFS PUBLIC LIBRARY,56R SCHOOL STREET,OAK BLUFFS,2557,DUKES,18000,2025,52,-70.557772,41.45586
MA,FOBES MEMORIAL LIBRARY,4 MAPLE ST.,OAKHAM,1068,WORCESTER,1540,1172,52,-72.042787,42.35352
MA,WHEELER MEMORIAL LIBRARY,49 EAST MAIN STREET,ORANGE,1364,FRANKLIN,6324,1757,52,-72.307369,42.5909
MA,MOORE-LELAND LIBRARY,172 ATHOL ROAD,NORTH ORANGE,1364,FRANKLIN,1270,650,52,-72.25898,42.6333
MA,SNOW LIBRARY,67 MAIN ST.,ORLEANS,2653,BARNSTABLE,16568,2356,52,-69.988583,41.78604
MA,OTIS FREE PUBLIC LIBRARY,48 NORTH MAIN ROAD,OTIS,1253,BERKSHIRE,5856,1348,52,-73.096666,42.2104
MA,OXFORD FREE PUBLIC LIBRARY,339 MAIN ST.,OXFORD,1540,WORCESTER,22000,2373,52,-71.864585,42.11858
MA,PALMER PUBLIC LIBRARY,1455 NORTH MAIN ST.,PALMER,1069,HAMPDEN,30000,2478,52,-72.331283,42.15844
MA,RICHARDS MEMORIAL LIBRARY,44 RICHARDS AVE.,PAXTON,1612,WORCESTER,7169,1501,52,-71.927524,42.31393
MA,PEABODY INSTITUTE LIBRARY,82 MAIN ST.,PEABODY,1960,ESSEX,33256,3140,52,-70.923919,42.52445
MA,SOUTH BRANCH LIBRARY,78 LYNN STREET,PEABODY,1960,ESSEX,7254,2234,52,-70.946845,42.51285
MA,WEST BRANCH LIBRARY,603 LOWELL STREET,PEABODY,1960,ESSEX,16208,2234,52,-70.990166,42.5485
MA,PELHAM LIBRARY,2 SOUTH VALLEY ROAD,PELHAM,1002,HAMPSHIRE,7447,1340,52,-72.469423,42.3785
MA,PEMBROKE PUBLIC LIBRARY,142 CENTER ST.,PEMBROKE,2359,PLYMOUTH,18000,2793,52,-70.809838,42.07012
MA,LAWRENCE LIBRARY,15 MAIN ST.,PEPPERELL,1463,MIDDLESEX,9476,2176,52,-71.595603,42.66748
MA,PERU LIBRARY,6 W. MAIN ROAD,PERU,1235,BERKSHIRE,1320,515,52,-73.047321,42.4385
MA,PETERSHAM MEMORIAL LIBRARY,23 COMMON ST.,PETERSHAM,1366,WORCESTER,3400,916,52,-72.187081,42.48867
MA,PHILLIPS FREE PUBLIC LIBRARY,25 TEMPLETON ROAD,PHILLIPSTON,1331,WORCESTER,3298,520,52,-72.129545,42.54958
MA,BERKSHIRE ATHENAEUM,1 WENDELL AVE.,PITTSFIELD,1201,BERKSHIRE,53000,2925,52,-73.252017,42.44778
MA,SHAW MEMORIAL LIBRARY,312 MAIN STREET,PLAINFIELD,1070,HAMPSHIRE,2708,561,52,-72.911906,42.51649
MA,PLAINVILLE PUBLIC LIBRARY,198 SOUTH ST.,PLAINVILLE,2762,NORFOLK,7000,1600,52,-71.339069,42.00981
MA,PLYMOUTH PUBLIC LIBRARY,132 SOUTH STREET,PLYMOUTH,2360,PLYMOUTH,52000,2765,52,-70.658317,41.94271
MA,MANOMET BRANCH LIBRARY,12 STRAND AVE.,MANOMET,2360,PLYMOUTH,4000,1756,52,-70.553904,41.91529
MA,PLYMPTON PUBLIC LIBRARY,248 MAIN ST.,PLYMPTON,2367,PLYMOUTH,4000,1310,52,-70.815051,41.95692
MA,PRINCETON PUBLIC LIBRARY,2 TOWN HALL DRIVE,PRINCETON,1541,WORCESTER,7105,1772,52,-71.87807,42.44898
MA,PROVINCETOWN PUBLIC LIBRARY,356 COMMERCIAL ST.,PROVINCETOWN,2657,BARNSTABLE,10990,2400,52,-70.184222,42.05318
MA,THOMAS CRANE PUBLIC LIBRARY,40 WASHINGTON STREET,QUINCY,2269,NORFOLK,78000,3219,52,-71.002114,42.25134
MA,NORTH QUINCY BRANCH LIBRARY,381 HANCOCK STREET,NO. QUINCY,2171,NORFOLK,10322,1380,52,-71.026121,42.2741
MA,ADAMS SHORE BRANCH LIBRARY,519 SEA STREET,QUINCY,2169,NORFOLK,13030,1380,52,-70.979093,42.26096
MA,WOLLASTON BRANCH LIBRARY,41 BEALE STREET,QUINCY,2170,NORFOLK,3949,1380,52,-71.01769,42.26673
MA,TURNER FREE LIBRARY,CRAWFORD SQUARE,RANDOLPH,2368,NORFOLK,18919,2992,52,-71.041452,42.16557
MA,RAYNHAM PUBLIC LIBRARY,760 SOUTH MAIN ST.,RAYNHAM,2767,BRISTOL,6288,2398,52,-71.052912,41.92251
MA,READING PUBLIC LIBRARY,64 MIDDLESEX AVE.,READING,1867,MIDDLESEX,30100,3047,52,-71.10989,42.52654
MA,BLANDING FREE PUBLIC LIBRARY,124 BAY STATE ROAD,REHOBOTH,2769,BRISTOL,7500,2286,52,-71.244903,41.84274
MA,REVERE PUBLIC LIBRARY,179 BEACH ST.,REVERE,2151,SUFFOLK,7000,2986,52,-71.009462,42.40809
MA,RICHMOND FREE PUBLIC LIBRARY,2821 STATE ROAD,RICHMOND,1254,BERKSHIRE,1800,1240,52,-73.380805,42.36117
MA,JOSEPH H. PLUMB MEMORIAL LIBRARY,17 CONSTITUTION WAY,ROCHESTER,2770,PLYMOUTH,2340,2288,52,-70.82115,41.73172
MA,ROCKLAND MEMORIAL LIBRARY,20 BELMONT ST.,ROCKLAND,2370,PLYMOUTH,12480,2040,52,-70.917298,42.13222
MA,ROCKPORT PUBLIC LIBRARY,17 SCHOOL STREET,ROCKPORT,1966,ESSEX,15392,1775,52,-70.618033,42.65747
MA,ROWE TOWN LIBRARY,ZOAR ROAD,ROWE,1367,FRANKLIN,1634,1218,52,-72.898892,42.69454
MA,ROWLEY PUBLIC LIBRARY,141 MAIN ST.,ROWLEY,1969,ESSEX,13644,1680,52,-70.880368,42.71479
MA,PHINEHAS S. NEWTON LIBRARY,19 ON THE COMMON,ROYALSTON,1368,WORCESTER,1639,919,52,-72.204298,42.67753
MA,RUSSELL PUBLIC LIBRARY,162 MAIN ST.,RUSSELL,1071,HAMPDEN,1530,1099,52,-72.85189,42.18989
MA,RUTLAND FREE PUBLIC LIBRARY,280 MAIN STREET,RUTLAND,1543,WORCESTER,16625,1258,52,-71.954489,42.37653
MA,SALEM PUBLIC LIBRARY,370 ESSEX ST.,SALEM,1970,ESSEX,25500,3378,52,-70.90284,42.52006
MA,SALISBURY PUBLIC LIBRARY,17 ELM STREET,SALISBURY,1952,ESSEX,3047,1664,52,-70.877908,42.81434
MA,SANDISFIELD PUBLIC LIBRARY,23 SANDISFIELD ROAD,SANDISFIELD,1255,BERKSHIRE,864,780,52,-73.084623,42.09373
MA,SANDWICH FREE PUBLIC LIBRARY,142 MAIN STREET,SANDWICH,2563,BARNSTABLE,18000,2324,52,-70.507636,41.75777
MA,SAUGUS PUBLIC LIBRARY,295 CENTRAL ST.,SAUGUS,1906,ESSEX,16500,1924,52,-71.009621,42.46551
MA,SAVOY HOLLOW LIBRARY,720 MAIN ROAD,SAVOY,1256,BERKSHIRE,30,-1,52,-73.024223,42.56309
MA,SCITUATE TOWN LIBRARY,85 BRANCH ST.,SCITUATE,2066,PLYMOUTH,24000,3240,52,-70.755378,42.20283
MA,SEEKONK PUBLIC LIBRARY,410 NEWMAN AVE.,SEEKONK,2771,BRISTOL,14800,2623,52,-71.329226,41.85241
MA,SHARON PUBLIC LIBRARY,11 NORTH MAIN ST.,SHARON,2067,NORFOLK,10600,2581,52,-71.178502,42.12426
MA,BUSHNELL-SAGE LIBRARY,48 MAIN ST.,SHEFFIELD,1257,BERKSHIRE,10000,2492,52,-73.352182,42.11178
MA,ARMS LIBRARY,CORNER BRIDGE & MAIN STS.,SHELBURNE FALLS,1370,FRANKLIN,4500,872,52,-72.738066,42.6036
MA,SHERBORN LIBRARY,4 SANGER ST.,SHERBORN,1770,MIDDLESEX,18000,2634,52,-71.369598,42.23922
MA,HAZEN MEMORIAL LIBRARY,3 KEADY WAY,SHIRLEY,1464,MIDDLESEX,11300,1688,52,-71.642131,42.55416
MA,SHREWSBURY FREE PUBLIC LIBRARY,609 MAIN ST.,SHREWSBURY,1545,WORCESTER,22000,2636,52,-71.712529,42.2966
MA,M. N. SPEAR MEMORIAL LIBRARY,10 COOLEYVILLE ROAD,SHUTESBURY,1072,FRANKLIN,900,1148,52,-72.39344,42.45839
MA,SOMERSET PUBLIC LIBRARY,1464 COUNTY ST.,SOMERSET,2726,BRISTOL,18400,3074,52,-71.140931,41.75324
MA,SOMERVILLE PUBLIC LIBRARY,79 HIGHLAND AVENUE,SOMERVILLE,2143,MIDDLESEX,29000,3386,52,-71.097721,42.38651
MA,EAST BRANCH LIBRARY,115 BROADWAY,SOMERVILLE,2145,MIDDLESEX,3080,2071,52,-71.083373,42.38767
MA,WEST BRANCH LIBRARY,40 COLLEGE AVENUE,SOMERVILLE,2144,MIDDLESEX,10423,2071,52,-71.121404,42.39803
MA,SOUTH HADLEY PUBLIC LIBRARY,27 BARDWELL ST.,SOUTH HADLEY,1075,HAMPSHIRE,8800,2485,52,-72.597756,42.21735
MA,EDWARDS PUBLIC LIBRARY,30 EAST STREET,SOUTHAMPTON,1073,HAMPSHIRE,6500,1937,52,-72.725589,42.22653
MA,SOUTHBOROUGH PUBLIC LIBRARY,25 MAIN ST.,SOUTHBOROUGH,1772,WORCESTER,14000,2639,52,-71.529624,42.30582
MA,JACOB EDWARDS LIBRARY,236 MAIN ST.,SOUTHBRIDGE,1550,WORCESTER,22985,2422,52,-72.032575,42.07449
MA,SOUTHWICK PUBLIC LIBRARY,95 FEEDING HILLS RD.,SOUTHWICK,1077,HAMPDEN,12000,2110,52,-72.749828,42.06411
MA,RICHARD SUGDEN PUBLIC LIBRARY,8 PLEASANT STREET,SPENCER,1562,WORCESTER,13500,1995,52,-71.99489,42.2445
MA,SPRINGFIELD CITY LIBRARY,220 STATE ST.,SPRINGFIELD,1103,HAMPDEN,69622,2203,52,-72.584518,42.10317
MA,BRIGHTWOOD BRANCH LIBRARY,359 PLAINFIELD STREET,SPRINGFIELD,1107,HAMPDEN,6000,910,52,-72.613343,42.1165
MA,EAST SPRINGFIELD BRANCH LIBRARY,21 OSBORNE TERRACE,SPRINGFIELD,1104,HAMPDEN,3315,915,52,-72.55872,42.1416
MA,FOREST PARK BRANCH LIBRARY,380 BELMONT AVENUE,SPRINGFIELD,1108,HAMPDEN,13372,573,52,-72.563839,42.08722
MA,INDIAN ORCHARD BRANCH LIBRARY,44 OAK STREET,INDIAN ORCHARD,1151,HAMPDEN,9406,890,52,-72.503253,42.15896
MA,LIBERTY BRANCH LIBRARY,773 LIBERTY STREET,SPRINGIFIELD,1104,HAMPDEN,5066,918,52,-72.584313,42.12407
MA,MASON SQUARE BRANCH LIBRARY,765 STATE STREET,SPRINGFIELD,1109,HAMPDEN,17141,910,52,-72.566294,42.11073
MA,PINE POINT BRANCH LIBRARY,204 BOSTON ROAD,SPRINGFIELD,1109,HAMPDEN,9720,891,52,-72.533138,42.12616
MA,SIXTEEN ACRES BRANCH LIBRARY,1187 PARKER STREET,SPRINGFIELD,1129,HAMPDEN,11131,918,52,-72.498758,42.11677
MA,EAST FOREST PARK,122/124 ISLAND POND ROAD,SPRINGFIELD,1118,HAMPDEN,8200,891,52,-72.550708,42.0966
MA,CONANT FREE PUBLIC LIBRARY,4 MEETINGHOUSE HILL ROAD,STERLING,1564,WORCESTER,9000,2214,52,-71.760323,42.43823
MA,STOCKBRIDGE LIBRARY ASSOCIATION,46 MAIN ST.,STOCKBRIDGE,1262,BERKSHIRE,3000,2151,52,-73.308889,42.28162
MA,STONEHAM PUBLIC LIBRARY,431 MAIN ST.,STONEHAM,2180,MIDDLESEX,25000,2458,52,-71.100347,42.47805
MA,STOUGHTON PUBLIC LIBRARY,84 PARK ST.,STOUGHTON,2072,NORFOLK,22000,3098,52,-71.099251,42.12253
MA,RANDALL LIBRARY,19 CRESCENT STREET,STOW,1775,MIDDLESEX,6087,1995,52,-71.504879,42.43726
MA,JOSHUA HYDE PUBLIC LIBRARY,306 MAIN STREET,STURBRIDGE,1566,WORCESTER,9510,2527,52,-72.077047,42.10649
MA,GOODNOW PUBLIC LIBRARY,21 CONCORD ROAD,SUDBURY,1776,MIDDLESEX,31400,3369,52,-71.416014,42.36347
MA,SUNDERLAND PUBLIC LIBRARY,20 SCHOOL ST.,SUNDERLAND,1375,FRANKLIN,9400,1969,52,-72.580628,42.46713
MA,SUTTON FREE PUBLIC LIBRARY,4 UXBRIDGE ROAD,SUTTON,1590,WORCESTER,3000,1645,52,-71.76244,42.14976
MA,SWAMPSCOTT PUBLIC LIBRARY,61 BURRILL ST.,SWAMPSCOTT,1907,ESSEX,17650,2064,52,-70.919295,42.46935
MA,SWANSEA FREE PUBLIC LIBRARY,69 MAIN ST.,SWANSEA,2777,BRISTOL,5850,2491,52,-71.18959,41.74874
MA,TAUNTON PUBLIC LIBRARY,12 PLEASANT STREET,TAUNTON,2780,BRISTOL,22750,3067,52,-71.093971,41.90388
MA,BOYNTON PUBLIC LIBRARY,27 BOYNTON ROAD,TEMPLETON,1468,WORCESTER,2500,1331,52,-72.06767,42.55666
MA,TEWKSBURY PUBLIC LIBRARY,300 CHANDLER STREET,TEWKSBURY,1876,MIDDLESEX,35750,2485,52,-71.223216,42.60981
MA,VINEYARD HAVEN PUBLIC LIBRARY,200 MAIN STREET,VINEYARD HAVEN,2568,DUKES,9000,2442,52,-70.603579,41.45938
MA,TOLLAND PUBLIC LIBRARY,22 CLUBHOUSE RD.,TOLLAND,1034,HAMPDEN,800,658,52,-73.013742,42.08385
MA,TOPSFIELD TOWN LIBRARY,1 SOUTH COMMON STREET,TOPSFIELD,1983,ESSEX,15896,2200,52,-70.949878,42.64117
MA,TOWNSEND PUBLIC LIBRARY,12 DUDLEY RD.,TOWNSEND,1469,MIDDLESEX,4288,1891,52,-71.700224,42.676946
MA,TRURO PUBLIC LIBRARY,5 LIBRARY LANE,NORTH TRURO,2652,BARNSTABLE,11623,2043,52,-70.08196,42.03234
MA,TYNGSBOROUGH PUBLIC LIBRARY,25 BRYANT LANE,TYNGSBOROUGH,1879,MIDDLESEX,11000,1924,52,-71.429655,42.67989
MA,TYRINGHAM FREE PUBLIC LIBRARY,118 MAIN ROAD,TYRINGHAM,1264,BERKSHIRE,2145,206,52,-73.204171,42.246
MA,UPTON TOWN LIBRARY,2 MAIN STREET,UPTON,1568,WORCESTER,2290,2017,52,-71.603394,42.1734
MA,UXBRIDGE FREE PUBLIC LIBRARY,15 NORTH MAIN ST.,UXBRIDGE,1569,WORCESTER,9970,1973,52,-71.63021,42.07731
MA,LUCIUS BEEBE MEMORIAL LIBRARY,345 MAIN STREET,WAKEFIELD,1880,MIDDLESEX,28000,3059,52,-71.071218,42.5045
MA,WALES PUBLIC LIBRARY,77 MAIN ST.,WALES,1081,HAMPDEN,2204,1052,52,-72.216958,42.07379
MA,WALPOLE PUBLIC LIBRARY,65 COMMON ST.,WALPOLE,2081,NORFOLK,17170,2570,52,-71.252154,42.14254
MA,WALTHAM PUBLIC LIBRARY,735 MAIN ST.,WALTHAM,2451,MIDDLESEX,44700,3270,52,-71.239372,42.37618
MA,YOUNG MEN'S LIBRARY ASSOCIATION,37 MAIN ST.,WARE,1082,HAMPSHIRE,8618,1492,52,-72.205918,42.31238
MA,WAREHAM FREE LIBRARY,59 MARION ROAD,WAREHAM,2571,PLYMOUTH,20450,2039,52,-70.723474,41.75996
MA,WARREN PUBLIC LIBRARY,934 MAIN ST.,WARREN,1083,WORCESTER,2835,965,52,-72.193956,42.21276
MA,WARWICK FREE PUBLIC LIBRARY,4 HOTEL ROAD,WARWICK,1378,FRANKLIN,2430,1072,52,-72.338795,42.68267
MA,WATERTOWN FREE PUBLIC LIBRARY,123 MAIN ST.,WATERTOWN,2472,MIDDLESEX,44000,3283,52,-71.18739,42.36732
MA,WAYLAND FREE PUBLIC LIBRARY,5 CONCORD RD.,WAYLAND,1778,MIDDLESEX,12500,2372,52,-71.361239,42.36484
MA,CHESTER C. CORBIN PUBLIC LIBRARY,2 LAKE ST.,WEBSTER,1570,WORCESTER,6000,2600,52,-71.880018,42.05014
MA,WELLESLEY FREE LIBRARY,530 WASHINGTON ST.,WELLESLEY,2482,NORFOLK,56056,3354,52,-71.290524,42.2973
MA,HILLS BRANCH LIBRARY,210 WASHINGTON STREET,WELLESLEY,2481,NORFOLK,6086,1985,52,-71.270961,42.315013
MA,FELLS BRANCH LIBRARY,308 WESTON ROAD,WELLESLEY,2482,NORFOLK,1872,695,52,-71.312075,42.304687
MA,WELLFLEET PUBLIC LIBRARY,55 WEST MAIN STREET,WELLFLEET,2667,BARNSTABLE,10000,2162,52,-70.034922,41.93913
MA,WENDELL FREE LIBRARY,2 LOCKESVILLAGE RD.,WENDELL,1379,FRANKLIN,4265,1078,52,-72.397103,42.5484
MA,BEAMAN MEMORIAL PUBLIC LIBRARY,8 NEWTON ST.,WEST BOYLSTON,1583,WORCESTER,19000,1464,52,-71.783643,42.36504
MA,WEST BRIDGEWATER PUBLIC LIBRARY,80 HOWARD STREET,WEST BRIDGEWATER,2379,PLYMOUTH,12366,2041,52,-71.012956,42.0205
MA,MERRIAM-GILBERT PUBLIC LIBRARY,3 WEST MAIN ST.,WEST BROOKFIELD,1585,WORCESTER,4500,1612,52,-72.142628,42.23471
MA,G. A. R. MEMORIAL LIBRARY,490 MAIN ST.,WEST NEWBURY,1985,ESSEX,7785,2394,52,-70.981014,42.8052
MA,WEST SPRINGFIELD PUBLIC LIBRARY,200 PARK ST.,WEST SPRINGFIELD,1089,HAMPDEN,19300,3019,52,-72.622177,42.10454
MA,WEST STOCKBRIDGE PUBLIC LIBRARY,21 STATELINE RD.,WEST STOCKBRIDGE,1266,BERKSHIRE,1250,1094,52,-73.367222,42.33431
MA,WEST TISBURY FREE PUBLIC LIBRARY,1042 STATE RD.,VINEYARD HAVEN,2568,DUKES,5620,2528,52,-70.674435,41.382
MA,WESTBOROUGH PUBLIC LIBRARY,55 WEST MAIN ST.,WESTBOROUGH,1581,WORCESTER,20076,3296,52,-71.614997,42.26764
MA,WESTFIELD ATHENAEUM,6 ELM ST.,WESTFIELD,1085,HAMPDEN,40000,3131,52,-72.749213,42.12085
MA,J. V. FLETCHER LIBRARY,50 MAIN ST.,WESTFORD,1886,MIDDLESEX,22456,2626,52,-71.438659,42.58142
MA,J.V. FLETCHER LIBRARY BOOKMOBILE,50 MAIN ST.,WESTFORD,1886,MIDDLESEX,-3,754,52,-71.438659,42.581426
MA,WESTHAMPTON MEMORIAL LIBRARY,1 NORTH ROAD,WESTHAMPTON,1027,HAMPSHIRE,2500,1354,52,-72.774419,42.305007
MA,FORBUSH MEMORIAL LIBRARY,118 MAIN ST.,WESTMINSTER,1473,WORCESTER,16000,2102,52,-71.912465,42.54579
MA,WESTON PUBLIC LIBRARY,87 SCHOOL STREET,WESTON,2493,MIDDLESEX,20000,3075,52,-71.293926,42.3637
MA,WESTPORT FREE PUBLIC LIBRARY,408 OLD COUNTY RD.,WESTPORT,2790,BRISTOL,7056,2305,52,-71.065882,41.62172
MA,WESTWOOD PUBLIC LIBRARY,668 HIGH ST.,WESTWOOD,2090,NORFOLK,18000,2852,52,-71.222491,42.22524
MA,ISLINGTON BRANCH LIBRARY,280 WASHINGTON STREET,WESTWOOD,2090,NORFOLK,1200,1199,52,-71.18806,42.21924
MA,TUFTS LIBRARY,46 BROAD ST.,WEYMOUTH,2188,NORFOLK,33000,3100,52,-70.96509,42.21544
MA,FOGG LIBRARY,1 COLUMBIAN SQUARE,SOUTH WEYMOUTH,2190,NORFOLK,10000,1606,52,-70.95103,42.17433
MA,FRANKLIN N. PRATT LIBRARY,1400 PLEASANT STREET,EAST WEYMOUTH,2189,NORFOLK,10000,792,52,-70.925057,42.2138
